time_s,phase_s
1945.000000,-1.609788e+03
1946.000000,-1.613123e+03
1947.000000,-1.615988e+03
1948.000000,-1.618727e+03
1949.000000,-1.621152e+03
1950.000000,-1.622340e+03
1951.000000,-1.624151e+03
1952.000000,-1.626117e+03
1953.000000,-1.628904e+03
1954.000000,-1.631270e+03
1955.000000,-1.633232e+03
1956.000000,-1.635527e+03
1957.000000,-1.637145e+03
1958.000000,-1.639487e+03
1959.000000,-1.641545e+03
1960.000000,-1.643600e+03
1961.000000,-1.645355e+03
1962.000000,-1.647347e+03
1963.000000,-1.649178e+03
1964.000000,-1.650943e+03
1965.000000,-1.652783e+03
1966.000000,-1.654071e+03
1967.000000,-1.655351e+03
1968.000000,-1.656759e+03
1969.000000,-1.658219e+03
1970.000000,-1.659200e+03
1971.000000,-1.660517e+03
1972.000000,-1.661870e+03
1973.000000,-1.662926e+03
1974.000000,-1.663443e+03
1975.000000,-1.665067e+03
1976.000000,-1.666116e+03
1977.000000,-1.668044e+03
1978.000000,-1.669086e+03
1979.000000,-1.669428e+03
1980.000000,-1.670173e+03
1981.000000,-1.671185e+03
1982.000000,-1.672557e+03
1983.000000,-1.673782e+03
1984.000000,-1.675160e+03
1985.000000,-1.676773e+03
1986.000000,-1.678183e+03
1987.000000,-1.679413e+03
1988.000000,-1.681027e+03
1989.000000,-1.682708e+03
1990.000000,-1.684456e+03
1991.000000,-1.685358e+03
1992.000000,-1.685993e+03
1993.000000,-1.686615e+03
1994.000000,-1.686929e+03
1995.000000,-1.687530e+03
1996.000000,-1.688049e+03
1997.000000,-1.688600e+03
1998.000000,-1.689342e+03
1999.000000,-1.690123e+03
2000.000000,-1.689901e+03
2001.000000,-1.690697e+03
2002.000000,-1.691708e+03
2003.000000,-1.692287e+03
2004.000000,-1.692987e+03
2005.000000,-1.694253e+03
2006.000000,-1.694578e+03
2007.000000,-1.695303e+03
2008.000000,-1.696367e+03
2009.000000,-1.696479e+03
2010.000000,-1.696761e+03
2011.000000,-1.697666e+03
2012.000000,-1.697385e+03
2013.000000,-1.697427e+03
2014.000000,-1.697727e+03
2015.000000,-1.697495e+03
2016.000000,-1.697865e+03
2017.000000,-1.698503e+03
2018.000000,-1.699412e+03
2019.000000,-1.699885e+03
2020.000000,-1.700409e+03
2021.000000,-1.701256e+03
2022.000000,-1.702497e+03
2023.000000,-1.703493e+03
2024.000000,-1.704665e+03
2025.000000,-1.706472e+03
2026.000000,-1.708323e+03
2027.000000,-1.709487e+03
2028.000000,-1.711677e+03
2029.000000,-1.712787e+03
2030.000000,-1.713814e+03
2031.000000,-1.714119e+03
2032.000000,-1.714957e+03
2033.000000,-1.715422e+03
2034.000000,-1.716211e+03
2035.000000,-1.716776e+03
2036.000000,-1.717077e+03
2037.000000,-1.717762e+03
2038.000000,-1.717974e+03
2039.000000,-1.718864e+03
2040.000000,-1.719227e+03
2041.000000,-1.719223e+03
2042.000000,-1.719224e+03
2043.000000,-1.718911e+03
2044.000000,-1.719809e+03
2045.000000,-1.721178e+03
2046.000000,-1.722336e+03
2047.000000,-1.722750e+03
2048.000000,-1.723125e+03
2049.000000,-1.723735e+03
2050.000000,-1.724772e+03
2051.000000,-1.725131e+03
2052.000000,-1.726025e+03
2053.000000,-1.725834e+03
2054.000000,-1.724895e+03
2055.000000,-1.724994e+03
2056.000000,-1.725346e+03
2057.000000,-1.726393e+03
2058.000000,-1.728136e+03
2059.000000,-1.729518e+03
2060.000000,-1.731046e+03
2061.000000,-1.732498e+03
2062.000000,-1.732600e+03
2063.000000,-1.733085e+03
2064.000000,-1.733626e+03
2065.000000,-1.734458e+03
2066.000000,-1.735221e+03
2067.000000,-1.735561e+03
2068.000000,-1.736281e+03
2069.000000,-1.736934e+03
2070.000000,-1.737993e+03
2071.000000,-1.739340e+03
2072.000000,-1.741280e+03
2073.000000,-1.743476e+03
2074.000000,-1.744944e+03
2075.000000,-1.746220e+03
2076.000000,-1.747959e+03
2077.000000,-1.749214e+03
2078.000000,-1.750474e+03
2079.000000,-1.752569e+03
2080.000000,-1.754108e+03
2081.000000,-1.754910e+03
2082.000000,-1.755629e+03
2083.000000,-1.756832e+03
2084.000000,-1.757415e+03
2085.000000,-1.757488e+03
2086.000000,-1.757628e+03
2087.000000,-1.758166e+03
2088.000000,-1.758923e+03
2089.000000,-1.759675e+03
2090.000000,-1.759926e+03
2091.000000,-1.760138e+03
2092.000000,-1.760155e+03
2093.000000,-1.760284e+03
2094.000000,-1.760171e+03
2095.000000,-1.760292e+03
2096.000000,-1.760194e+03
2097.000000,-1.760173e+03
2098.000000,-1.760990e+03
2099.000000,-1.762184e+03
2100.000000,-1.762092e+03
2101.000000,-1.762490e+03
2102.000000,-1.763758e+03
2103.000000,-1.764609e+03
2104.000000,-1.764782e+03
2105.000000,-1.765284e+03
2106.000000,-1.765797e+03
2107.000000,-1.765617e+03
2108.000000,-1.766345e+03
2109.000000,-1.767005e+03
2110.000000,-1.767132e+03
2111.000000,-1.767035e+03
2112.000000,-1.766780e+03
2113.000000,-1.766339e+03
2114.000000,-1.766151e+03
2115.000000,-1.765926e+03
2116.000000,-1.765993e+03
2117.000000,-1.765952e+03
2118.000000,-1.765839e+03
2119.000000,-1.765616e+03
2120.000000,-1.765140e+03
2121.000000,-1.764760e+03
2122.000000,-1.764675e+03
2123.000000,-1.764939e+03
2124.000000,-1.764843e+03
2125.000000,-1.764655e+03
2126.000000,-1.764188e+03
2127.000000,-1.762932e+03
2128.000000,-1.762653e+03
2129.000000,-1.762056e+03
2130.000000,-1.761167e+03
2131.000000,-1.760529e+03
2132.000000,-1.759167e+03
2133.000000,-1.758878e+03
2134.000000,-1.758585e+03
2135.000000,-1.758759e+03
2136.000000,-1.758778e+03
2137.000000,-1.758440e+03
2138.000000,-1.757798e+03
2139.000000,-1.757267e+03
2140.000000,-1.756433e+03
2141.000000,-1.756145e+03
2142.000000,-1.755887e+03
2143.000000,-1.754515e+03
2144.000000,-1.754129e+03
2145.000000,-1.754464e+03
2146.000000,-1.754962e+03
2147.000000,-1.755509e+03
2148.000000,-1.755344e+03
2149.000000,-1.755606e+03
2150.000000,-1.755751e+03
2151.000000,-1.755934e+03
2152.000000,-1.755914e+03
2153.000000,-1.756574e+03
2154.000000,-1.757355e+03
2155.000000,-1.757556e+03
2156.000000,-1.757514e+03
2157.000000,-1.757629e+03
2158.000000,-1.758178e+03
2159.000000,-1.758261e+03
2160.000000,-1.758859e+03
2161.000000,-1.759442e+03
2162.000000,-1.759992e+03
2163.000000,-1.759557e+03
2164.000000,-1.759190e+03
2165.000000,-1.758803e+03
2166.000000,-1.758078e+03
2167.000000,-1.757017e+03
2168.000000,-1.757914e+03
2169.000000,-1.758814e+03
2170.000000,-1.759733e+03
2171.000000,-1.760832e+03
2172.000000,-1.762002e+03
2173.000000,-1.762883e+03
2174.000000,-1.763960e+03
2175.000000,-1.764359e+03
2176.000000,-1.764675e+03
2177.000000,-1.764759e+03
2178.000000,-1.764754e+03
2179.000000,-1.764751e+03
2180.000000,-1.765042e+03
2181.000000,-1.764499e+03
2182.000000,-1.764865e+03
2183.000000,-1.766325e+03
2184.000000,-1.767651e+03
2185.000000,-1.769158e+03
2186.000000,-1.769880e+03
2187.000000,-1.770479e+03
2188.000000,-1.770988e+03
2189.000000,-1.770473e+03
2190.000000,-1.770441e+03
2191.000000,-1.770580e+03
2192.000000,-1.771511e+03
2193.000000,-1.772591e+03
2194.000000,-1.773267e+03
2195.000000,-1.773973e+03
2196.000000,-1.775452e+03
2197.000000,-1.776305e+03
2198.000000,-1.776963e+03
2199.000000,-1.777713e+03
2200.000000,-1.778672e+03
2201.000000,-1.779472e+03
2202.000000,-1.779995e+03
2203.000000,-1.780259e+03
2204.000000,-1.780180e+03
2205.000000,-1.779901e+03
2206.000000,-1.780171e+03
2207.000000,-1.780520e+03
2208.000000,-1.780450e+03
2209.000000,-1.780268e+03
2210.000000,-1.780398e+03
2211.000000,-1.779991e+03
2212.000000,-1.779380e+03
2213.000000,-1.778610e+03
2214.000000,-1.777834e+03
2215.000000,-1.778238e+03
2216.000000,-1.778535e+03
2217.000000,-1.778909e+03
2218.000000,-1.779460e+03
2219.000000,-1.780384e+03
2220.000000,-1.781661e+03
2221.000000,-1.782374e+03
2222.000000,-1.783316e+03
2223.000000,-1.783974e+03
2224.000000,-1.784946e+03
2225.000000,-1.785967e+03
2226.000000,-1.786337e+03
2227.000000,-1.786538e+03
2228.000000,-1.786381e+03
2229.000000,-1.785596e+03
2230.000000,-1.785585e+03
2231.000000,-1.785780e+03
2232.000000,-1.786747e+03
2233.000000,-1.787805e+03
2234.000000,-1.787826e+03
2235.000000,-1.788811e+03
2236.000000,-1.789962e+03
2237.000000,-1.790711e+03
2238.000000,-1.791472e+03
2239.000000,-1.792532e+03
2240.000000,-1.793285e+03
2241.000000,-1.793454e+03
2242.000000,-1.794450e+03
2243.000000,-1.795683e+03
2244.000000,-1.795979e+03
2245.000000,-1.796424e+03
2246.000000,-1.797464e+03
2247.000000,-1.798955e+03
2248.000000,-1.800083e+03
2249.000000,-1.800753e+03
2250.000000,-1.800936e+03
2251.000000,-1.801935e+03
2252.000000,-1.802609e+03
2253.000000,-1.803089e+03
2254.000000,-1.804641e+03
2255.000000,-1.804992e+03
2256.000000,-1.805963e+03
2257.000000,-1.806350e+03
2258.000000,-1.806596e+03
2259.000000,-1.806531e+03
2260.000000,-1.806855e+03
2261.000000,-1.808428e+03
2262.000000,-1.809423e+03
2263.000000,-1.809895e+03
2264.000000,-1.810336e+03
2265.000000,-1.810422e+03
2266.000000,-1.810329e+03
2267.000000,-1.810379e+03
2268.000000,-1.810942e+03
2269.000000,-1.812224e+03
2270.000000,-1.812950e+03
2271.000000,-1.813271e+03
2272.000000,-1.814035e+03
2273.000000,-1.814098e+03
2274.000000,-1.814001e+03
2275.000000,-1.814444e+03
2276.000000,-1.816206e+03
2277.000000,-1.817167e+03
2278.000000,-1.816708e+03
2279.000000,-1.817098e+03
2280.000000,-1.817942e+03
2281.000000,-1.817430e+03
2282.000000,-1.817064e+03
2283.000000,-1.816227e+03
2284.000000,-1.815578e+03
2285.000000,-1.814829e+03
2286.000000,-1.814004e+03
2287.000000,-1.812897e+03
2288.000000,-1.811138e+03
2289.000000,-1.810020e+03
2290.000000,-1.809975e+03
2291.000000,-1.809166e+03
2292.000000,-1.807908e+03
2293.000000,-1.806652e+03
2294.000000,-1.805978e+03
2295.000000,-1.804732e+03
2296.000000,-1.803436e+03
2297.000000,-1.801729e+03
2298.000000,-1.801483e+03
2299.000000,-1.801475e+03
2300.000000,-1.801517e+03
2301.000000,-1.801767e+03
2302.000000,-1.802354e+03
2303.000000,-1.803631e+03
2304.000000,-1.803859e+03
2305.000000,-1.803507e+03
2306.000000,-1.803168e+03
2307.000000,-1.801799e+03
2308.000000,-1.800944e+03
2309.000000,-1.799647e+03
2310.000000,-1.798645e+03
2311.000000,-1.797474e+03
2312.000000,-1.796426e+03
2313.000000,-1.795024e+03
2314.000000,-1.794111e+03
2315.000000,-1.793119e+03
2316.000000,-1.792200e+03
2317.000000,-1.791524e+03
2318.000000,-1.790462e+03
2319.000000,-1.788709e+03
2320.000000,-1.787906e+03
2321.000000,-1.786939e+03
2322.000000,-1.785662e+03
2323.000000,-1.784564e+03
2324.000000,-1.784237e+03
2325.000000,-1.784959e+03
2326.000000,-1.784781e+03
2327.000000,-1.785391e+03
2328.000000,-1.784596e+03
2329.000000,-1.784076e+03
2330.000000,-1.783399e+03
2331.000000,-1.783554e+03
2332.000000,-1.784007e+03
2333.000000,-1.783689e+03
2334.000000,-1.783330e+03
2335.000000,-1.783023e+03
2336.000000,-1.782208e+03
2337.000000,-1.780211e+03
2338.000000,-1.778828e+03
2339.000000,-1.777492e+03
2340.000000,-1.776280e+03
2341.000000,-1.775035e+03
2342.000000,-1.774713e+03
2343.000000,-1.775299e+03
2344.000000,-1.775184e+03
2345.000000,-1.774654e+03
2346.000000,-1.774769e+03
2347.000000,-1.774635e+03
2348.000000,-1.774491e+03
2349.000000,-1.773412e+03
2350.000000,-1.772499e+03
2351.000000,-1.771691e+03
2352.000000,-1.770994e+03
2353.000000,-1.770671e+03
2354.000000,-1.770456e+03
2355.000000,-1.770942e+03
2356.000000,-1.771785e+03
2357.000000,-1.771572e+03
2358.000000,-1.770951e+03
2359.000000,-1.769793e+03
2360.000000,-1.768364e+03
2361.000000,-1.767071e+03
2362.000000,-1.766866e+03
2363.000000,-1.766477e+03
2364.000000,-1.765533e+03
2365.000000,-1.763695e+03
2366.000000,-1.762258e+03
2367.000000,-1.761245e+03
2368.000000,-1.761091e+03
2369.000000,-1.761294e+03
2370.000000,-1.761026e+03
2371.000000,-1.761503e+03
2372.000000,-1.761751e+03
2373.000000,-1.761849e+03
2374.000000,-1.761382e+03
2375.000000,-1.761862e+03
2376.000000,-1.763268e+03
2377.000000,-1.763637e+03
2378.000000,-1.764331e+03
2379.000000,-1.764774e+03
2380.000000,-1.765250e+03
2381.000000,-1.765782e+03
2382.000000,-1.766037e+03
2383.000000,-1.767212e+03
2384.000000,-1.768049e+03
2385.000000,-1.768405e+03
2386.000000,-1.769320e+03
2387.000000,-1.770594e+03
2388.000000,-1.770921e+03
2389.000000,-1.771000e+03
2390.000000,-1.771725e+03
2391.000000,-1.773255e+03
2392.000000,-1.773948e+03
2393.000000,-1.775433e+03
2394.000000,-1.776302e+03
2395.000000,-1.777596e+03
2396.000000,-1.779039e+03
2397.000000,-1.780136e+03
2398.000000,-1.781067e+03
2399.000000,-1.782051e+03
2400.000000,-1.782545e+03
2401.000000,-1.783306e+03
2402.000000,-1.783570e+03
2403.000000,-1.784168e+03
2404.000000,-1.785329e+03
2405.000000,-1.786738e+03
2406.000000,-1.788445e+03
2407.000000,-1.789424e+03
2408.000000,-1.790707e+03
2409.000000,-1.792775e+03
2410.000000,-1.794144e+03
2411.000000,-1.795358e+03
2412.000000,-1.795646e+03
2413.000000,-1.797118e+03
2414.000000,-1.798450e+03
2415.000000,-1.798583e+03
2416.000000,-1.798542e+03
2417.000000,-1.799389e+03
2418.000000,-1.800284e+03
2419.000000,-1.800852e+03
2420.000000,-1.802589e+03
2421.000000,-1.804130e+03
2422.000000,-1.804726e+03
2423.000000,-1.804399e+03
2424.000000,-1.804639e+03
2425.000000,-1.804583e+03
2426.000000,-1.803919e+03
2427.000000,-1.802890e+03
2428.000000,-1.802941e+03
2429.000000,-1.802834e+03
2430.000000,-1.802148e+03
2431.000000,-1.802708e+03
2432.000000,-1.802531e+03
2433.000000,-1.803075e+03
2434.000000,-1.803315e+03
2435.000000,-1.803693e+03
2436.000000,-1.804396e+03
2437.000000,-1.805021e+03
2438.000000,-1.804995e+03
2439.000000,-1.804569e+03
2440.000000,-1.804527e+03
2441.000000,-1.804395e+03
2442.000000,-1.804096e+03
2443.000000,-1.804273e+03
2444.000000,-1.803726e+03
2445.000000,-1.802894e+03
2446.000000,-1.801458e+03
2447.000000,-1.801251e+03
2448.000000,-1.801255e+03
2449.000000,-1.800806e+03
2450.000000,-1.800420e+03
2451.000000,-1.800684e+03
2452.000000,-1.801000e+03
2453.000000,-1.801057e+03
2454.000000,-1.801685e+03
2455.000000,-1.802234e+03
2456.000000,-1.802555e+03
2457.000000,-1.802651e+03
2458.000000,-1.803584e+03
2459.000000,-1.805282e+03
2460.000000,-1.807127e+03
2461.000000,-1.808710e+03
2462.000000,-1.810167e+03
2463.000000,-1.811113e+03
2464.000000,-1.812326e+03
2465.000000,-1.813289e+03
2466.000000,-1.814106e+03
2467.000000,-1.814543e+03
2468.000000,-1.814119e+03
2469.000000,-1.813847e+03
2470.000000,-1.813893e+03
2471.000000,-1.814172e+03
2472.000000,-1.814415e+03
2473.000000,-1.814296e+03
2474.000000,-1.814104e+03
2475.000000,-1.814493e+03
2476.000000,-1.814667e+03
2477.000000,-1.815505e+03
2478.000000,-1.815365e+03
2479.000000,-1.814808e+03
2480.000000,-1.814457e+03
2481.000000,-1.813358e+03
2482.000000,-1.813214e+03
2483.000000,-1.812749e+03
2484.000000,-1.812303e+03
2485.000000,-1.811855e+03
2486.000000,-1.811324e+03
2487.000000,-1.810576e+03
2488.000000,-1.809381e+03
2489.000000,-1.807951e+03
2490.000000,-1.807018e+03
2491.000000,-1.805911e+03
2492.000000,-1.805328e+03
2493.000000,-1.804267e+03
2494.000000,-1.803626e+03
2495.000000,-1.802185e+03
2496.000000,-1.800297e+03
2497.000000,-1.799516e+03
2498.000000,-1.799683e+03
2499.000000,-1.799126e+03
2500.000000,-1.797652e+03
2501.000000,-1.796280e+03
2502.000000,-1.794937e+03
2503.000000,-1.793244e+03
2504.000000,-1.791628e+03
2505.000000,-1.789697e+03
2506.000000,-1.787800e+03
2507.000000,-1.785746e+03
2508.000000,-1.784181e+03
2509.000000,-1.782583e+03
2510.000000,-1.781545e+03
2511.000000,-1.780599e+03
2512.000000,-1.778768e+03
2513.000000,-1.777437e+03
2514.000000,-1.776018e+03
2515.000000,-1.774951e+03
2516.000000,-1.774232e+03
2517.000000,-1.773238e+03
2518.000000,-1.771678e+03
2519.000000,-1.770581e+03
2520.000000,-1.770453e+03
2521.000000,-1.769714e+03
2522.000000,-1.768138e+03
2523.000000,-1.767387e+03
2524.000000,-1.767198e+03
2525.000000,-1.765561e+03
2526.000000,-1.764259e+03
2527.000000,-1.763369e+03
2528.000000,-1.762571e+03
2529.000000,-1.761261e+03
2530.000000,-1.760461e+03
2531.000000,-1.759062e+03
2532.000000,-1.757865e+03
2533.000000,-1.756878e+03
2534.000000,-1.756016e+03
2535.000000,-1.755295e+03
2536.000000,-1.754236e+03
2537.000000,-1.754021e+03
2538.000000,-1.754124e+03
2539.000000,-1.753274e+03
2540.000000,-1.752261e+03
2541.000000,-1.751289e+03
2542.000000,-1.750407e+03
2543.000000,-1.749806e+03
2544.000000,-1.748861e+03
2545.000000,-1.748267e+03
2546.000000,-1.747942e+03
2547.000000,-1.747464e+03
2548.000000,-1.746242e+03
2549.000000,-1.746446e+03
2550.000000,-1.746103e+03
2551.000000,-1.746543e+03
2552.000000,-1.746487e+03
2553.000000,-1.746565e+03
2554.000000,-1.747211e+03
2555.000000,-1.746857e+03
2556.000000,-1.746691e+03
2557.000000,-1.746985e+03
2558.000000,-1.745897e+03
2559.000000,-1.744214e+03
2560.000000,-1.742413e+03
2561.000000,-1.741037e+03
2562.000000,-1.739740e+03
2563.000000,-1.737860e+03
2564.000000,-1.735797e+03
2565.000000,-1.734116e+03
2566.000000,-1.733374e+03
2567.000000,-1.732311e+03
2568.000000,-1.731226e+03
2569.000000,-1.730926e+03
2570.000000,-1.729585e+03
2571.000000,-1.727351e+03
2572.000000,-1.725636e+03
2573.000000,-1.723754e+03
2574.000000,-1.722474e+03
2575.000000,-1.721441e+03
2576.000000,-1.720367e+03
2577.000000,-1.719816e+03
2578.000000,-1.719257e+03
2579.000000,-1.717699e+03
2580.000000,-1.716077e+03
2581.000000,-1.715339e+03
2582.000000,-1.713954e+03
2583.000000,-1.712874e+03
2584.000000,-1.711646e+03
2585.000000,-1.710276e+03
2586.000000,-1.708710e+03
2587.000000,-1.707416e+03
2588.000000,-1.705690e+03
2589.000000,-1.704371e+03
2590.000000,-1.703108e+03
2591.000000,-1.702312e+03
2592.000000,-1.700465e+03
2593.000000,-1.699240e+03
2594.000000,-1.698258e+03
2595.000000,-1.698307e+03
2596.000000,-1.698113e+03
2597.000000,-1.697067e+03
2598.000000,-1.696471e+03
2599.000000,-1.696714e+03
2600.000000,-1.695903e+03
2601.000000,-1.695479e+03
2602.000000,-1.694382e+03
2603.000000,-1.693821e+03
2604.000000,-1.693230e+03
2605.000000,-1.692404e+03
2606.000000,-1.692524e+03
2607.000000,-1.692835e+03
2608.000000,-1.692828e+03
2609.000000,-1.692512e+03
2610.000000,-1.693138e+03
2611.000000,-1.693919e+03
2612.000000,-1.693749e+03
2613.000000,-1.694050e+03
2614.000000,-1.694432e+03
2615.000000,-1.695338e+03
2616.000000,-1.695720e+03
2617.000000,-1.695583e+03
2618.000000,-1.695000e+03
2619.000000,-1.694880e+03
2620.000000,-1.693900e+03
2621.000000,-1.693755e+03
2622.000000,-1.693588e+03
2623.000000,-1.692509e+03
2624.000000,-1.691901e+03
2625.000000,-1.691643e+03
2626.000000,-1.691147e+03
2627.000000,-1.689959e+03
2628.000000,-1.688779e+03
2629.000000,-1.688585e+03
2630.000000,-1.688242e+03
2631.000000,-1.687902e+03
2632.000000,-1.687966e+03
2633.000000,-1.687648e+03
2634.000000,-1.687130e+03
2635.000000,-1.686078e+03
2636.000000,-1.685013e+03
2637.000000,-1.684636e+03
2638.000000,-1.684289e+03
2639.000000,-1.683674e+03
2640.000000,-1.683512e+03
2641.000000,-1.682998e+03
2642.000000,-1.682784e+03
2643.000000,-1.683000e+03
2644.000000,-1.683084e+03
2645.000000,-1.682173e+03
2646.000000,-1.681664e+03
2647.000000,-1.680577e+03
2648.000000,-1.680278e+03
2649.000000,-1.679695e+03
2650.000000,-1.678432e+03
2651.000000,-1.678694e+03
2652.000000,-1.679419e+03
2653.000000,-1.679014e+03
2654.000000,-1.679332e+03
2655.000000,-1.679491e+03
2656.000000,-1.679835e+03
2657.000000,-1.679952e+03
2658.000000,-1.680524e+03
2659.000000,-1.680832e+03
2660.000000,-1.680939e+03
2661.000000,-1.681666e+03
2662.000000,-1.682354e+03
2663.000000,-1.682951e+03
2664.000000,-1.683917e+03
2665.000000,-1.684433e+03
2666.000000,-1.684627e+03
2667.000000,-1.684943e+03
2668.000000,-1.685156e+03
2669.000000,-1.685215e+03
2670.000000,-1.685375e+03
2671.000000,-1.684868e+03
2672.000000,-1.684018e+03
2673.000000,-1.683867e+03
2674.000000,-1.683444e+03
2675.000000,-1.683230e+03
2676.000000,-1.682722e+03
2677.000000,-1.681740e+03
2678.000000,-1.681315e+03
2679.000000,-1.681851e+03
2680.000000,-1.681540e+03
2681.000000,-1.680874e+03
2682.000000,-1.680773e+03
2683.000000,-1.680415e+03
2684.000000,-1.680873e+03
2685.000000,-1.681779e+03
2686.000000,-1.682191e+03
2687.000000,-1.683266e+03
2688.000000,-1.683707e+03
2689.000000,-1.683598e+03
2690.000000,-1.684752e+03
2691.000000,-1.685788e+03
2692.000000,-1.686551e+03
2693.000000,-1.686778e+03
2694.000000,-1.686824e+03
2695.000000,-1.686036e+03
2696.000000,-1.685287e+03
2697.000000,-1.684774e+03
2698.000000,-1.684439e+03
2699.000000,-1.684132e+03
2700.000000,-1.684272e+03
2701.000000,-1.683864e+03
2702.000000,-1.684074e+03
2703.000000,-1.683528e+03
2704.000000,-1.682776e+03
2705.000000,-1.682511e+03
2706.000000,-1.682519e+03
2707.000000,-1.682584e+03
2708.000000,-1.683889e+03
2709.000000,-1.684041e+03
2710.000000,-1.684143e+03
2711.000000,-1.684166e+03
2712.000000,-1.683882e+03
2713.000000,-1.683969e+03
2714.000000,-1.684503e+03
2715.000000,-1.684647e+03
2716.000000,-1.684601e+03
2717.000000,-1.684484e+03
2718.000000,-1.684274e+03
2719.000000,-1.683805e+03
2720.000000,-1.684149e+03
2721.000000,-1.684039e+03
2722.000000,-1.683588e+03
2723.000000,-1.684315e+03
2724.000000,-1.684468e+03
2725.000000,-1.684857e+03
2726.000000,-1.685215e+03
2727.000000,-1.685720e+03
2728.000000,-1.685796e+03
2729.000000,-1.685137e+03
2730.000000,-1.685703e+03
2731.000000,-1.686410e+03
2732.000000,-1.686956e+03
2733.000000,-1.686272e+03
2734.000000,-1.686277e+03
2735.000000,-1.686214e+03
2736.000000,-1.686273e+03
2737.000000,-1.686470e+03
2738.000000,-1.686130e+03
2739.000000,-1.684572e+03
2740.000000,-1.683423e+03
2741.000000,-1.683268e+03
2742.000000,-1.682743e+03
2743.000000,-1.682862e+03
2744.000000,-1.683281e+03
2745.000000,-1.682475e+03
2746.000000,-1.681398e+03
2747.000000,-1.680428e+03
2748.000000,-1.680117e+03
2749.000000,-1.679746e+03
2750.000000,-1.679023e+03
2751.000000,-1.678497e+03
2752.000000,-1.678439e+03
2753.000000,-1.678877e+03
2754.000000,-1.678566e+03
2755.000000,-1.677833e+03
2756.000000,-1.677878e+03
2757.000000,-1.677238e+03
2758.000000,-1.676580e+03
2759.000000,-1.675766e+03
2760.000000,-1.675019e+03
2761.000000,-1.675062e+03
2762.000000,-1.675575e+03
2763.000000,-1.675591e+03
2764.000000,-1.674995e+03
2765.000000,-1.674900e+03
2766.000000,-1.674957e+03
2767.000000,-1.675203e+03
2768.000000,-1.673896e+03
2769.000000,-1.672664e+03
2770.000000,-1.671427e+03
2771.000000,-1.670108e+03
2772.000000,-1.669017e+03
2773.000000,-1.668306e+03
2774.000000,-1.667609e+03
2775.000000,-1.666814e+03
2776.000000,-1.664807e+03
2777.000000,-1.663596e+03
2778.000000,-1.662935e+03
2779.000000,-1.662062e+03
2780.000000,-1.661653e+03
2781.000000,-1.660363e+03
2782.000000,-1.659781e+03
2783.000000,-1.658784e+03
2784.000000,-1.657520e+03
2785.000000,-1.656572e+03
2786.000000,-1.655840e+03
2787.000000,-1.655231e+03
2788.000000,-1.654726e+03
2789.000000,-1.654460e+03
2790.000000,-1.654056e+03
2791.000000,-1.652908e+03
2792.000000,-1.652376e+03
2793.000000,-1.652215e+03
2794.000000,-1.651861e+03
2795.000000,-1.650794e+03
2796.000000,-1.649803e+03
2797.000000,-1.648952e+03
2798.000000,-1.648454e+03
2799.000000,-1.647766e+03
2800.000000,-1.647560e+03
2801.000000,-1.647212e+03
2802.000000,-1.646340e+03
2803.000000,-1.645602e+03
2804.000000,-1.645710e+03
2805.000000,-1.645871e+03
2806.000000,-1.645552e+03
2807.000000,-1.644739e+03
2808.000000,-1.645341e+03
2809.000000,-1.645372e+03
2810.000000,-1.645994e+03
2811.000000,-1.646390e+03
2812.000000,-1.646610e+03
2813.000000,-1.646821e+03
2814.000000,-1.647018e+03
2815.000000,-1.646986e+03
2816.000000,-1.647157e+03
2817.000000,-1.647552e+03
2818.000000,-1.646948e+03
2819.000000,-1.646154e+03
2820.000000,-1.645416e+03
2821.000000,-1.645575e+03
2822.000000,-1.645035e+03
2823.000000,-1.644283e+03
2824.000000,-1.644127e+03
2825.000000,-1.643522e+03
2826.000000,-1.642704e+03
2827.000000,-1.640944e+03
2828.000000,-1.639193e+03
2829.000000,-1.638739e+03
2830.000000,-1.636903e+03
2831.000000,-1.636210e+03
2832.000000,-1.634920e+03
2833.000000,-1.633664e+03
2834.000000,-1.633206e+03
2835.000000,-1.632257e+03
2836.000000,-1.631438e+03
2837.000000,-1.630359e+03
2838.000000,-1.629309e+03
2839.000000,-1.627922e+03
2840.000000,-1.626987e+03
2841.000000,-1.626165e+03
2842.000000,-1.624870e+03
2843.000000,-1.623771e+03
2844.000000,-1.622799e+03
2845.000000,-1.622531e+03
2846.000000,-1.622541e+03
2847.000000,-1.622364e+03
2848.000000,-1.622048e+03
2849.000000,-1.621029e+03
2850.000000,-1.619834e+03
2851.000000,-1.618966e+03
2852.000000,-1.617474e+03
2853.000000,-1.616007e+03
2854.000000,-1.615151e+03
2855.000000,-1.614748e+03
2856.000000,-1.613552e+03
2857.000000,-1.612996e+03
2858.000000,-1.612590e+03
2859.000000,-1.612498e+03
2860.000000,-1.612783e+03
2861.000000,-1.613227e+03
2862.000000,-1.612852e+03
2863.000000,-1.612703e+03
2864.000000,-1.611218e+03
2865.000000,-1.611331e+03
2866.000000,-1.611700e+03
2867.000000,-1.611277e+03
2868.000000,-1.610452e+03
2869.000000,-1.610254e+03
2870.000000,-1.610208e+03
2871.000000,-1.611267e+03
2872.000000,-1.612121e+03
2873.000000,-1.613215e+03
2874.000000,-1.614625e+03
2875.000000,-1.615357e+03
2876.000000,-1.616918e+03
